48,0
22,18
30,19
10,32
54,20
64,18
5,32
33,25
51,12
13,30
29,19
67,18
11,32
25,40
17,18
9,32
57,20
34,25
28,19
68,17
20,18
38,21
52,20
44,28
31,19
2,32
16,18
7,32
53,20
42,28
27,40
41,21
59,23
58,20
40,21
49,12
43,28
37,21
71,17
36,21
60,23
18,18
6,32
45,28
55,20
50,12
4,32
39,21
66,18
70,17
35,25
14,40
19,18
69,17
65,18
12,32
23,18
0,32
21,18
1,32
32,25
24,40
3,32
26,40
72,0
73,0
74,0
75,0
